id,required_skills,candidate_skills,degree,years_experience,overlap,fit,probability,missing_skills,degree_encoded,skill_match_ratio,candidate_coverage,required_skill_count,skills_text
FIT0076,"Django, ETL, Flask, Java, Spark","AWS, Docker, Git, Kubernetes, R",Masters,1.8,0.0,0,0.264,"Django, ETL, Flask, Java, Spark",1.0,0.0,0.0,5.0,"Django, ETL, Flask, Java, Spark AWS, Docker, Git, Kubernetes, R"
,"Airflow, CI/CD, Docker, Kubernetes, Linux, Pandas, TypeScript","CI/CD, Git, Java, Kubernetes, Python, Tableau",Bachelors,0.5,2.0,0,0.365,"Airflow, Docker, Linux, Pandas, TypeScript",0.0,0.2857142857142857,0.3333333333333333,7.0,"Airflow, CI/CD, Docker, Kubernetes, Linux, Pandas, TypeScript CI/CD, Git, Java, Kubernetes, Python, Tableau"
FIT0078,"Git, JavaScript, PyTorch, Python, Scikit-learn","Azure, GraphQL, NumPy, Spark",Bachelors,2.7,0.0,0,0.231,"Git, JavaScript, PyTorch, Python, Scikit-learn",0.0,0.0,0.0,5.0,"Git, JavaScript, PyTorch, Python, Scikit-learn Azure, GraphQL, NumPy, Spark"
FIT0079,"Airflow, ETL, Kubernetes, NumPy, Power BI, PyTorch, SQL, Tableau","AWS, Airflow, Django, Docker, Excel, Flask, Linux, Node.js, Scikit-learn",PhD,2.6,1.0,0,0.388,"ETL, Kubernetes, NumPy, Power BI, PyTorch, SQL, Tableau",2.0,0.125,0.1111111111111111,8.0,"Airflow, ETL, Kubernetes, NumPy, Power BI, PyTorch, SQL, Tableau AWS, Airflow, Django, Docker, Excel, Flask, Linux, Node.js, Scikit-learn"
FIT0080,"Django, Git, GraphQL, Linux, R, TensorFlow","AWS, Django, Hadoop, Java, Node.js, NumPy, SQL, Spark, TypeScript",Masters,4.1,1.0,0,0.433,"Git, GraphQL, Linux, R, TensorFlow",1.0,0.16666666666666666,0.1111111111111111,6.0,"Django, Git, GraphQL, Linux, R, TensorFlow AWS, Django, Hadoop, Java, Node.js, NumPy, SQL, Spark, TypeScript"
FIT0081,"AWS, Java, Power BI, React, SQL, TensorFlow","ETL, Flask, Git, Java, JavaScript, Pandas, PyTorch, Python, Scikit-learn, TypeScript",Masters,0.0,1.0,0,0.31,"AWS, Power BI, React, SQL, TensorFlow",1.0,0.16666666666666666,0.1,6.0,"AWS, Java, Power BI, React, SQL, TensorFlow ETL, Flask, Git, Java, JavaScript, Pandas, PyTorch, Python, Scikit-learn, TypeScript"
FIT0082,"AWS, Azure, Java, Kubernetes, Node.js, Power BI, TypeScript","Airflow, Azure, GCP, GraphQL, JavaScript, Kubernetes, Linux, R, Scikit-learn, TypeScript",PhD,5.3,3.0,1,0.669,"AWS, Java, Node.js, Power BI",2.0,0.42857142857142855,0.3,7.0,"AWS, Azure, Java, Kubernetes, Node.js, Power BI, TypeScript Airflow, Azure, GCP, GraphQL, JavaScript, Kubernetes, Linux, R, Scikit-learn, TypeScript"
FIT0083,"Django, ETL, Git, Linux, Python, R","Git, GraphQL, Python, TensorFlow",,0.6,,0,0.368,"Django, ETL, Linux, R",0.0,0.3333333333333333,0.5,6.0,"Django, ETL, Git, Linux, Python, R Git, GraphQL, Python, TensorFlow"
FIT0084,"AWS, Azure, CI/CD, Java, JavaScript, Power BI, REST","AWS, ETL, Excel, GCP, Git, Java, JavaScript, Pandas, Power BI, Python",Masters,6.8,4.0,1,0.814,"Azure, CI/CD, REST",1.0,0.5714285714285714,0.4,7.0,"AWS, Azure, CI/CD, Java, JavaScript, Power BI, REST AWS, ETL, Excel, GCP, Git, Java, JavaScript, Pandas, Power BI, Python"
FIT0085,"Linux, Pandas, Python, REST, React, SQL, TypeScript","AWS, JavaScript, Node.js, Power BI, Python",Bachelors,3.7,1.0,0,0.361,"Linux, Pandas, REST, React, SQL, TypeScript",0.0,0.14285714285714285,0.2,7.0,"Linux, Pandas, Python, REST, React, SQL, TypeScript AWS, JavaScript, Node.js, Power BI, Python"
FIT0086,"ETL, Hadoop, Node.js, PyTorch, REST","AWS, Airflow, GCP, Linux, Node.js, REST",Bachelors,1.2,2.0,1,0.386,"ETL, Hadoop, PyTorch",0.0,0.4,0.3333333333333333,5.0,"ETL, Hadoop, Node.js, PyTorch, REST AWS, Airflow, GCP, Linux, Node.js, REST"
FIT0087,"Django, Docker, ETL, Excel, Git, Java, NumPy, Power BI","CI/CD, Git, Hadoop, JavaScript, Node.js, Pandas, REST, Spark, TypeScript",Bachelors,5.2,1.0,0,0.406,"Django, Docker, ETL, Excel, Java, NumPy, Power BI",0.0,0.125,0.1111111111111111,8.0,"Django, Docker, ETL, Excel, Git, Java, NumPy, Power BI CI/CD, Git, Hadoop, JavaScript, Node.js, Pandas, REST, Spark, TypeScript"
FIT0088,"CI/CD, Flask, JavaScript, Kubernetes, R, REST, Spark","Git, JavaScript, SQL, Spark, Tableau",Bachelors,2.1,2.0,1,0.413,"CI/CD, Flask, Kubernetes, R, REST",0.0,0.2857142857142857,0.4,7.0,"CI/CD, Flask, JavaScript, Kubernetes, R, REST, Spark Git, JavaScript, SQL, Spark, Tableau"
FIT0089,"Airflow, Git, GraphQL, Linux, Node.js, Pandas, Scikit-learn","AWS, Django, Java, JavaScript, R, React",Masters,6.4,0.0,0,0.402,"Airflow, Git, GraphQL, Linux, Node.js, Pandas, Scikit-learn",1.0,0.0,0.0,7.0,"Airflow, Git, GraphQL, Linux, Node.js, Pandas, Scikit-learn AWS, Django, Java, JavaScript, R, React"
FIT0090,"ETL, Git, JavaScript, Linux, Pandas",,Bachelors,4.6,2.0,1,0.488,"ETL, Linux, Pandas",0.0,0.0,0.0,5.0,"ETL, Git, JavaScript, Linux, Pandas "
FIT0091,"Django, ETL, Hadoop, Node.js, Power BI, R, TypeScript","Azure, CI/CD, GCP, Hadoop, Kubernetes, Node.js, Pandas, React",Masters,1.7,2.0,1,0.461,"Django, ETL, Power BI, R, TypeScript",1.0,0.2857142857142857,0.25,7.0,"Django, ETL, Hadoop, Node.js, Power BI, R, TypeScript Azure, CI/CD, GCP, Hadoop, Kubernetes, Node.js, Pandas, React"
FIT0092,"GCP, JavaScript, Python, REST, TypeScript","Airflow, CI/CD, Flask, Java, NumPy, SQL, Tableau, TensorFlow",Bachelors,3.7,0.0,0,0.261,"GCP, JavaScript, Python, REST, TypeScript",0.0,0.0,0.0,5.0,"GCP, JavaScript, Python, REST, TypeScript Airflow, CI/CD, Flask, Java, NumPy, SQL, Tableau, TensorFlow"
FIT0093,"ETL, Hadoop, PyTorch, R, SQL, Scikit-learn, Tableau, TypeScript","Git, GraphQL, Node.js, React",Bachelors,1.9,0.0,0,0.207,"ETL, Hadoop, PyTorch, R, SQL, Scikit-learn, Tableau, TypeScript",0.0,0.0,0.0,8.0,"ETL, Hadoop, PyTorch, R, SQL, Scikit-learn, Tableau, TypeScript Git, GraphQL, Node.js, React"
FIT0094,"Azure, Django, Python, Tableau, TensorFlow","Django, Hadoop, JavaScript, Spark",Bachelors,4.4,1.0,1,0.382,"Azure, Python, Tableau, TensorFlow",0.0,0.2,0.25,5.0,"Azure, Django, Python, Tableau, TensorFlow Django, Hadoop, JavaScript, Spark"
FIT0095,"ETL, GCP, Hadoop, Java, SQL","Docker, Kubernetes, Linux, Python",Bachelors,1.3,0.0,0,0.189,"ETL, GCP, Hadoop, Java, SQL",0.0,0.0,0.0,5.0,"ETL, GCP, Hadoop, Java, SQL Docker, Kubernetes, Linux, Python"
FIT0096,"CI/CD, Excel, Hadoop, NumPy, Pandas, REST","Airflow, Azure, Excel, GraphQL, JavaScript, Node.js, NumPy, Pandas, Scikit-learn",Bachelors,3.5,3.0,0,0.558,"CI/CD, Hadoop, REST",0.0,0.5,0.3333333333333333,6.0,"CI/CD, Excel, Hadoop, NumPy, Pandas, REST Airflow, Azure, Excel, GraphQL, JavaScript, Node.js, NumPy, Pandas, Scikit-learn"
FIT0098,"AWS, Airflow, Excel, GraphQL, Power BI, React","Airflow, CI/CD, ETL, NumPy, Python, R",Bachelors,1.4,1.0,1,0.292,"AWS, Excel, GraphQL, Power BI, React",0.0,0.16666666666666666,0.16666666666666666,6.0,"AWS, Airflow, Excel, GraphQL, Power BI, React Airflow, CI/CD, ETL, NumPy, Python, R"
FIT0099,"ETL, Kubernetes, Python, REST, TypeScript","Docker, Hadoop, Node.js, Python, REST, TensorFlow",Masters,3.5,2.0,0,0.515,"ETL, Kubernetes, TypeScript",1.0,0.4,0.3333333333333333,5.0,"ETL, Kubernetes, Python, REST, TypeScript Docker, Hadoop, Node.js, Python, REST, TensorFlow"
FIT0100,"AWS, Airflow, GCP, Pandas, PyTorch, Python, React","CI/CD, Excel, Kubernetes, PyTorch, REST, SQL, Scikit-learn",Bachelors,1.8,1.0,1,0.304,"AWS, Airflow, GCP, Pandas, Python, React",0.0,0.14285714285714285,0.14285714285714285,7.0,"AWS, Airflow, GCP, Pandas, PyTorch, Python, React CI/CD, Excel, Kubernetes, PyTorch, REST, SQL, Scikit-learn"
FIT0101,"Hadoop, Linux, REST, React, SQL","Docker, GCP, NumPy, SQL, Tableau",Bachelors,4.8,1.0,0,0.394,"Hadoop, Linux, REST, React",0.0,0.2,0.2,5.0,"Hadoop, Linux, REST, React, SQL Docker, GCP, NumPy, SQL, Tableau"
FIT0102,"AWS, Flask, GCP, GraphQL, Hadoop, Linux, Scikit-learn","Docker, Flask, Kubernetes, Node.js, Python, R, Spark",Bachelors,5.1,1.0,0,0.403,"AWS, GCP, GraphQL, Hadoop, Linux, Scikit-learn",0.0,0.14285714285714285,0.14285714285714285,7.0,"AWS, Flask, GCP, GraphQL, Hadoop, Linux, Scikit-learn Docker, Flask, Kubernetes, Node.js, Python, R, Spark"
FIT0103,"Django, Excel, Java, Linux, NumPy, React, TypeScript","Flask, GCP, Git, NumPy, Power BI, PyTorch, REST",Bachelors,5.2,1.0,0,0.406,"Django, Excel, Java, Linux, React, TypeScript",0.0,0.14285714285714285,0.14285714285714285,7.0,"Django, Excel, Java, Linux, NumPy, React, TypeScript Flask, GCP, Git, NumPy, Power BI, PyTorch, REST"
FIT0104,"Azure, Django, JavaScript, Pandas, Python, R, Scikit-learn, TensorFlow","Django, Flask, Git, Kubernetes, PyTorch, R, TypeScript",Bachelors,5.0,2.0,1,0.5,"Azure, JavaScript, Pandas, Python, Scikit-learn, TensorFlow",0.0,0.25,0.2857142857142857,8.0,"Azure, Django, JavaScript, Pandas, Python, R, Scikit-learn, TensorFlow Django, Flask, Git, Kubernetes, PyTorch, R, TypeScript"
FIT0105,"Docker, ETL, Flask, Git, JavaScript, NumPy, React","Docker, ETL, Node.js, PyTorch, TypeScript",PhD,3.2,2.0,0,0.506,"Flask, Git, JavaScript, NumPy, React",2.0,0.2857142857142857,0.4,7.0,"Docker, ETL, Flask, Git, JavaScript, NumPy, React Docker, ETL, Node.js, PyTorch, TypeScript"
FIT0107,"GCP, JavaScript, Kubernetes, Pandas, REST, React","Airflow, Django, GCP, Node.js, Power BI, Python, REST",PhD,4.0,,0,0.53,"JavaScript, Kubernetes, Pandas, React",2.0,0.3333333333333333,0.2857142857142857,6.0,"GCP, JavaScript, Kubernetes, Pandas, REST, React Airflow, Django, GCP, Node.js, Power BI, Python, REST"
FIT0108,"Docker, GCP, Node.js, React, Spark, TypeScript","Excel, Flask, Java, Linux, Power BI",Bachelors,0.1,0.0,1,0.153,"Docker, GCP, Node.js, React, Spark, TypeScript",0.0,0.0,0.0,6.0,"Docker, GCP, Node.js, React, Spark, TypeScript Excel, Flask, Java, Linux, Power BI"
FIT0109,"CI/CD, Linux, Pandas, Power BI, React, TypeScript","AWS, Airflow, GCP, Git, JavaScript, Kubernetes, NumPy, Python, R, Spark",Bachelors,7.8,0.0,1,0.384,"CI/CD, Linux, Pandas, Power BI, React, TypeScript",0.0,0.0,0.0,6.0,"CI/CD, Linux, Pandas, Power BI, React, TypeScript AWS, Airflow, GCP, Git, JavaScript, Kubernetes, NumPy, Python, R, Spark"
FIT0110,"Django, ETL, Hadoop, JavaScript, NumPy, Tableau","AWS, Airflow, CI/CD, Excel, Flask, Kubernetes, Node.js, NumPy, Pandas, SQL",Bachelors,2.7,1.0,1,0.331,"Django, ETL, Hadoop, JavaScript, Tableau",0.0,0.16666666666666666,0.1,6.0,"Django, ETL, Hadoop, JavaScript, NumPy, Tableau AWS, Airflow, CI/CD, Excel, Flask, Kubernetes, Node.js, NumPy, Pandas, SQL"
FIT0111,"ETL, Flask, Git, Python, R, SQL","Docker, ETL, Hadoop, JavaScript, Tableau",Bachelors,5.9,1.0,0,0.427,"Flask, Git, Python, R, SQL",0.0,0.16666666666666666,0.2,6.0,"ETL, Flask, Git, Python, R, SQL Docker, ETL, Hadoop, JavaScript, Tableau"
FIT0112,"Airflow, Docker, Excel, Git, Node.js, Python, React, Tableau","Azure, Django, ETL, Java, NumPy, Pandas, R, REST, SQL, TypeScript",Bachelors,2.6,0.0,0,0.228,"Airflow, Docker, Excel, Git, Node.js, Python, React, Tableau",0.0,0.0,0.0,8.0,"Airflow, Docker, Excel, Git, Node.js, Python, React, Tableau Azure, Django, ETL, Java, NumPy, Pandas, R, REST, SQL, TypeScript"
FIT0113,"Azure, Pandas, REST, React, TypeScript","Excel, GCP, GraphQL, Power BI, React, Spark, TensorFlow",Masters,4.0,1.0,0,0.43,"Azure, Pandas, REST, TypeScript",1.0,0.2,0.14285714285714285,5.0,"Azure, Pandas, REST, React, TypeScript Excel, GCP, GraphQL, Power BI, React, Spark, TensorFlow"
FIT0114,"AWS, CI/CD, Excel, GCP, Java, Kubernetes, R, SQL","GCP, R, React, TypeScript",Bachelors,1.9,2.0,1,0.407,"AWS, CI/CD, Excel, Java, Kubernetes, SQL",0.0,0.25,0.5,8.0,"AWS, CI/CD, Excel, GCP, Java, Kubernetes, R, SQL GCP, R, React, TypeScript"
FIT0115,"JavaScript, Linux, NumPy, R, Spark, TensorFlow","GraphQL, PyTorch, Spark, Tableau",Masters,3.2,1.0,0,0.406,"JavaScript, Linux, NumPy, R, TensorFlow",1.0,0.16666666666666666,0.25,6.0,"JavaScript, Linux, NumPy, R, Spark, TensorFlow GraphQL, PyTorch, Spark, Tableau"
FIT0116,"AWS, CI/CD, ETL, Git, Java, Linux","AWS, Flask, GraphQL, Hadoop, Node.js, Power BI, PyTorch, React, SQL, TypeScript",Bachelors,2.4,1.0,1,0.322,"CI/CD, ETL, Git, Java, Linux",0.0,0.16666666666666666,0.1,6.0,"AWS, CI/CD, ETL, Git, Java, Linux AWS, Flask, GraphQL, Hadoop, Node.js, Power BI, PyTorch, React, SQL, TypeScript"
FIT0117,"CI/CD, GCP, Git, Power BI, Python, Scikit-learn, Spark, Tableau","Hadoop, Node.js, NumPy, React, SQL, TensorFlow",Bachelors,3.7,0.0,1,0.261,"CI/CD, GCP, Git, Power BI, Python, Scikit-learn, Spark, Tableau",0.0,0.0,0.0,8.0,"CI/CD, GCP, Git, Power BI, Python, Scikit-learn, Spark, Tableau Hadoop, Node.js, NumPy, React, SQL, TensorFlow"
FIT0118,"Azure, CI/CD, JavaScript, NumPy, Power BI, PyTorch, TensorFlow, TypeScript","Django, Docker, JavaScript, Kubernetes, R, SQL",PhD,5.4,1.0,0,0.472,"Azure, CI/CD, NumPy, Power BI, PyTorch, TensorFlow, TypeScript",2.0,0.125,0.16666666666666666,8.0,"Azure, CI/CD, JavaScript, NumPy, Power BI, PyTorch, TensorFlow, TypeScript Django, Docker, JavaScript, Kubernetes, R, SQL"
,"Django, Git, JavaScript, NumPy, Power BI, Python, React","CI/CD, Kubernetes, Python, R, REST, SQL, Spark, TensorFlow",Masters,2.8,1.0,0,0.394,"Django, Git, JavaScript, NumPy, Power BI, React",1.0,0.14285714285714285,0.125,7.0,"Django, Git, JavaScript, NumPy, Power BI, Python, React CI/CD, Kubernetes, Python, R, REST, SQL, Spark, TensorFlow"
FIT0120,"Git, Java, NumPy, SQL, TypeScript","Flask, Hadoop, Java, Linux, NumPy, Scikit-learn, Tableau",Bachelors,4.7,2.0,0,0.491,"Git, SQL, TypeScript",0.0,0.4,0.2857142857142857,5.0,"Git, Java, NumPy, SQL, TypeScript Flask, Hadoop, Java, Linux, NumPy, Scikit-learn, Tableau"
FIT0121,"Hadoop, Java, NumPy, Power BI, Python, Spark, TypeScript","Airflow, Docker, Flask, JavaScript, Pandas, PyTorch, Python, Scikit-learn, Tableau, TensorFlow",Bachelors,4.5,1.0,1,0.385,"Hadoop, Java, NumPy, Power BI, Spark, TypeScript",0.0,0.14285714285714285,0.1,7.0,"Hadoop, Java, NumPy, Power BI, Python, Spark, TypeScript Airflow, Docker, Flask, JavaScript, Pandas, PyTorch, Python, Scikit-learn, Tableau, TensorFlow"
FIT0122,"CI/CD, Flask, Kubernetes, Scikit-learn, TypeScript","AWS, Airflow, Flask, Git, Hadoop, Node.js, Pandas",Masters,4.0,1.0,1,0.43,"CI/CD, Kubernetes, Scikit-learn, TypeScript",1.0,0.2,0.14285714285714285,5.0,"CI/CD, Flask, Kubernetes, Scikit-learn, TypeScript AWS, Airflow, Flask, Git, Hadoop, Node.js, Pandas"
FIT0123,"ETL, Hadoop, R, Spark, TypeScript","Airflow, CI/CD, Excel, Flask, Java, Spark",Masters,2.5,1.0,1,0.385,"ETL, Hadoop, R, TypeScript",1.0,0.2,0.16666666666666666,5.0,"ETL, Hadoop, R, Spark, TypeScript Airflow, CI/CD, Excel, Flask, Java, Spark"
FIT0124,"Excel, Flask, Git, Hadoop, JavaScript, NumPy, Power BI","CI/CD, Python, Scikit-learn, TensorFlow",PhD,0.2,0.0,1,0.216,"Excel, Flask, Git, Hadoop, JavaScript, NumPy, Power BI",2.0,0.0,0.0,7.0,"Excel, Flask, Git, Hadoop, JavaScript, NumPy, Power BI CI/CD, Python, Scikit-learn, TensorFlow"
FIT0125,"Airflow, GCP, Kubernetes, NumPy, Power BI, Python, REST, SQL","Azure, Django, GraphQL, Python, Tableau, TensorFlow",Bachelors,8.6,1.0,1,0.508,"Airflow, GCP, Kubernetes, NumPy, Power BI, REST, SQL",0.0,0.125,0.16666666666666666,8.0,"Airflow, GCP, Kubernetes, NumPy, Power BI, Python, REST, SQL Azure, Django, GraphQL, Python, Tableau, TensorFlow"
FIT0126,"AWS, Azure, CI/CD, GraphQL, Kubernetes, Python, R, SQL","CI/CD, Django, Docker, GCP, Git, Java, JavaScript, Pandas, PyTorch, Spark",Bachelors,4.0,,1,0.37,"AWS, Azure, GraphQL, Kubernetes, Python, R, SQL",0.0,0.125,0.1,8.0,"AWS, Azure, CI/CD, GraphQL, Kubernetes, Python, R, SQL CI/CD, Django, Docker, GCP, Git, Java, JavaScript, Pandas, PyTorch, Spark"
FIT0127,"Azure, Excel, Flask, GraphQL, Hadoop, Kubernetes, Node.js, Pandas","ETL, Flask, Hadoop, JavaScript, React, SQL, Tableau, TypeScript",PhD,5.2,2.0,0,0.566,"Azure, Excel, GraphQL, Kubernetes, Node.js, Pandas",2.0,0.25,0.25,8.0,"Azure, Excel, Flask, GraphQL, Hadoop, Kubernetes, Node.js, Pandas ETL, Flask, Hadoop, JavaScript, React, SQL, Tableau, TypeScript"
FIT0128,"AWS, GCP, Hadoop, Linux, Scikit-learn","AWS, Flask, Linux, Python",Masters,2.8,2.0,0,0.494,"GCP, Hadoop, Scikit-learn",1.0,0.4,0.5,5.0,"AWS, GCP, Hadoop, Linux, Scikit-learn AWS, Flask, Linux, Python"
FIT0129,"GCP, Git, GraphQL, JavaScript, Kubernetes, NumPy, React, TypeScript","AWS, CI/CD, Hadoop, Linux, NumPy, PyTorch, Spark, Tableau",Masters,2.5,1.0,1,0.385,"GCP, Git, GraphQL, JavaScript, Kubernetes, React, TypeScript",1.0,0.125,0.125,8.0,"GCP, Git, GraphQL, JavaScript, Kubernetes, NumPy, React, TypeScript AWS, CI/CD, Hadoop, Linux, NumPy, PyTorch, Spark, Tableau"
fit0130,"ci/cd, etl, excel, kubernetes, python, r, rest, tensorflow","aws, excel, graphql, hadoop, linux, pandas, react, scikit-learn",bachelors,4.6,1.0,1,0.388,"ci/cd, etl, kubernetes, python, r, rest, tensorflow",0.0,0.125,0.125,8.0,"ci/cd, etl, excel, kubernetes, python, r, rest, tensorflow aws, excel, graphql, hadoop, linux, pandas, react, scikit-learn"
FIT0131,"AWS, Airflow, Excel, Java, JavaScript, Linux, REST","AWS, ETL, GraphQL, JavaScript, Node.js, Pandas, SQL, Spark, TensorFlow",Masters,2.7,2.0,0,0.491,"Airflow, Excel, Java, Linux, REST",1.0,0.2857142857142857,0.2222222222222222,7.0,"AWS, Airflow, Excel, Java, JavaScript, Linux, REST AWS, ETL, GraphQL, JavaScript, Node.js, Pandas, SQL, Spark, TensorFlow"
FIT0132,"CI/CD, Django, ETL, Excel, GCP, Scikit-learn, Tableau","Excel, GCP, Hadoop, Java, JavaScript, Pandas",Bachelors,5.4,2.0,0,0.512,"CI/CD, Django, ETL, Scikit-learn, Tableau",0.0,0.2857142857142857,0.3333333333333333,7.0,"CI/CD, Django, ETL, Excel, GCP, Scikit-learn, Tableau Excel, GCP, Hadoop, Java, JavaScript, Pandas"
FIT0133,"Django, ETL, Flask, GraphQL, Node.js, Power BI, PyTorch, R","Airflow, Git, Kubernetes, Pandas, Power BI, PyTorch, REST, SQL, Scikit-learn, Spark",Masters,3.3,2.0,0,0.509,"Django, ETL, Flask, GraphQL, Node.js, R",1.0,0.25,0.2,8.0,"Django, ETL, Flask, GraphQL, Node.js, Power BI, PyTorch, R Airflow, Git, Kubernetes, Pandas, Power BI, PyTorch, REST, SQL, Scikit-learn, Spark"
FIT0134,"AWS, Docker, Excel, Flask, Git, Linux, REST, Scikit-learn","Azure, Git, GraphQL, Java, JavaScript, Power BI, R, React, Tableau, TensorFlow",Bachelors,2.3,1.0,0,0.319,"AWS, Docker, Excel, Flask, Linux, REST, Scikit-learn",0.0,0.125,0.1,8.0,"AWS, Docker, Excel, Flask, Git, Linux, REST, Scikit-learn Azure, Git, GraphQL, Java, JavaScript, Power BI, R, React, Tableau, TensorFlow"
FIT0135,"Airflow, Azure, Django, Git, Node.js, SQL, Scikit-learn","CI/CD, Django, ETL, GCP, JavaScript, Node.js, Power BI, React, Spark",Masters,8.3,2.0,0,0.659,"Airflow, Azure, Git, SQL, Scikit-learn",1.0,0.2857142857142857,0.2222222222222222,7.0,"Airflow, Azure, Django, Git, Node.js, SQL, Scikit-learn CI/CD, Django, ETL, GCP, JavaScript, Node.js, Power BI, React, Spark"
FIT0136,"AWS, ETL, Kubernetes, R, TypeScript","GCP, Linux, R, REST, SQL, Tableau",Bachelors,5.8,1.0,1,0.424,"AWS, ETL, Kubernetes, TypeScript",0.0,0.2,0.16666666666666666,5.0,"AWS, ETL, Kubernetes, R, TypeScript GCP, Linux, R, REST, SQL, Tableau"
FIT0137,"Docker, Flask, Git, NumPy, Power BI, SQL, TensorFlow","CI/CD, Docker, PyTorch, Python, R, SQL",Bachelors,1.8,2.0,0,0.404,"Flask, Git, NumPy, Power BI, TensorFlow",0.0,0.2857142857142857,0.3333333333333333,7.0,"Docker, Flask, Git, NumPy, Power BI, SQL, TensorFlow CI/CD, Docker, PyTorch, Python, R, SQL"
,"Airflow, ETL, Excel, GCP, JavaScript, React","Pandas, Python, R, React, TensorFlow, TypeScript",Masters,1.7,1.0,1,0.361,"Airflow, ETL, Excel, GCP, JavaScript",1.0,0.16666666666666666,0.16666666666666666,6.0,"Airflow, ETL, Excel, GCP, JavaScript, React Pandas, Python, R, React, TensorFlow, TypeScript"
FIT0139,"CI/CD, Excel, Flask, GCP, PyTorch, Tableau, TensorFlow","GCP, Linux, NumPy, PyTorch, SQL",Masters,2.1,2.0,0,0.473,"CI/CD, Excel, Flask, Tableau, TensorFlow",1.0,0.2857142857142857,0.4,7.0,"CI/CD, Excel, Flask, GCP, PyTorch, Tableau, TensorFlow GCP, Linux, NumPy, PyTorch, SQL"
FIT0140,"Git, Linux, Node.js, PyTorch, SQL, Scikit-learn, Tableau","CI/CD, Excel, Flask, GCP, Java, Node.js, NumPy, Pandas, PyTorch",Bachelors,4.3,2.0,1,0.479,"Git, Linux, SQL, Scikit-learn, Tableau",0.0,0.2857142857142857,0.2222222222222222,7.0,"Git, Linux, Node.js, PyTorch, SQL, Scikit-learn, Tableau CI/CD, Excel, Flask, GCP, Java, Node.js, NumPy, Pandas, PyTorch"
FIT0141,"Django, GCP, Git, GraphQL, Java, Node.js, Tableau, TypeScript","Azure, Django, Excel, Flask, Hadoop, JavaScript, Linux, Spark, Tableau, TensorFlow",Bachelors,1.9,,0,0.407,"GCP, Git, GraphQL, Java, Node.js, TypeScript",0.0,0.25,0.2,8.0,"Django, GCP, Git, GraphQL, Java, Node.js, Tableau, TypeScript Azure, Django, Excel, Flask, Hadoop, JavaScript, Linux, Spark, Tableau, TensorFlow"
FIT0142,"Django, Excel, GraphQL, Node.js, Pandas, REST, Scikit-learn","Docker, GCP, Node.js, Pandas, Power BI",Masters,3.7,2.0,0,0.521,"Django, Excel, GraphQL, REST, Scikit-learn",1.0,0.2857142857142857,0.4,7.0,"Django, Excel, GraphQL, Node.js, Pandas, REST, Scikit-learn Docker, GCP, Node.js, Pandas, Power BI"
FIT0143,"Airflow, Azure, Power BI, R, REST, SQL, Spark","Hadoop, Linux, Tableau, TensorFlow",Bachelors,3.2,0.0,1,0.246,"Airflow, Azure, Power BI, R, REST, SQL, Spark",0.0,0.0,0.0,7.0,"Airflow, Azure, Power BI, R, REST, SQL, Spark Hadoop, Linux, Tableau, TensorFlow"
FIT0144,"CI/CD, Docker, GCP, Git, Hadoop, JavaScript, Kubernetes, Tableau","Excel, NumPy, Power BI, PyTorch, R",Bachelors,1.5,0.0,0,0.195,"CI/CD, Docker, GCP, Git, Hadoop, JavaScript, Kubernetes, Tableau",0.0,0.0,0.0,8.0,"CI/CD, Docker, GCP, Git, Hadoop, JavaScript, Kubernetes, Tableau Excel, NumPy, Power BI, PyTorch, R"
FIT0145,"Airflow, Kubernetes, Linux, Pandas, Power BI, R, Spark, TypeScript","AWS, Azure, ETL, JavaScript, Power BI, Scikit-learn, TypeScript",Bachelors,3.3,2.0,0,0.449,"Airflow, Kubernetes, Linux, Pandas, R, Spark",0.0,0.25,0.2857142857142857,8.0,"Airflow, Kubernetes, Linux, Pandas, Power BI, R, Spark, TypeScript AWS, Azure, ETL, JavaScript, Power BI, Scikit-learn, TypeScript"
FIT0146,"Azure, CI/CD, Hadoop, Java, JavaScript, NumPy, Power BI, TensorFlow","AWS, Hadoop, Java, Pandas, R, REST, React, Scikit-learn, Spark",Bachelors,2.4,2.0,0,0.422,"Azure, CI/CD, JavaScript, NumPy, Power BI, TensorFlow",0.0,0.25,0.2222222222222222,8.0,"Azure, CI/CD, Hadoop, Java, JavaScript, NumPy, Power BI, TensorFlow AWS, Hadoop, Java, Pandas, R, REST, React, Scikit-learn, Spark"
FIT0147,"Docker, Excel, Flask, Git, Scikit-learn, Tableau","Docker, Flask, GCP, GraphQL, JavaScript, NumPy, Python, REST, Scikit-learn",Bachelors,4.1,3.0,0,0.573,,0.0,0.5,0.3333333333333333,6.0,"Docker, Excel, Flask, Git, Scikit-learn, Tableau Docker, Flask, GCP, GraphQL, JavaScript, NumPy, Python, REST, Scikit-learn"
FIT0148,"Airflow, CI/CD, GraphQL, Hadoop, Kubernetes, Node.js, TypeScript","Excel, Git, GraphQL, JavaScript, Linux, PyTorch, REST, Spark, TypeScript",PhD,5.0,2.0,1,0.56,"Airflow, CI/CD, Hadoop, Kubernetes, Node.js",2.0,0.2857142857142857,0.2222222222222222,7.0,"Airflow, CI/CD, GraphQL, Hadoop, Kubernetes, Node.js, TypeScript Excel, Git, GraphQL, JavaScript, Linux, PyTorch, REST, Spark, TypeScript"
